locality,scientificNameID,scientificName
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,371241,Halymenia porphyraeformis
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,371241,Halymenia porphyraeformis
Nukusemanu reef Outer slope north of atoll,371241,Halymenia porphyraeformis
Vanua Levu Kakaulevu Reef northern edge east of Kia Island,371241,Halymenia porphyraeformis
Vanua Levu Kakaulevu Reef western edge across from Kia Island,371241,Halymenia porphyraeformis
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',371241,Halymenia porphyraeformis
"Vanua Levu Outer slope of Cakaunikuita barrier reef 5.5 miles west of the pass, near tip.",371241,Halymenia porphyraeformis
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",371262,Hydrolithon gardineri
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,371262,Hydrolithon gardineri
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,371271,Lithophyllum bamleri
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,371279,Lithothamnion proliferum
Vanua Levu Western slope of Kakaulau Reef,371279,Lithothamnion proliferum
Kandavu 'Pearl reef' Outer slope of barrier reef  eastern tip,371316,Balliella repens
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,371498,Griffithsia heteromorpha
Vanua Levu Kakaulevu Reef northern edge east of Kia Island,371498,Griffithsia heteromorpha
Nagelelevu Lagoon' First small pass southwest of barrier reef before 'Rendell Channel',371601,Martensia fragilis
Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island,371601,Martensia fragilis
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,371601,Martensia fragilis
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,371639,Chondria simpliciuscula
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,371639,Chondria simpliciuscula
Vanua Levu Kakaulevu Reef northern edge east of Kia Island,371639,Chondria simpliciuscula
"Vanua Levu Outer slope of Cakaunikuita barrier reef 5.5 miles west of the pass, near tip.",371639,Chondria simpliciuscula
Ile Yanuca Along coast at northern tip of island,371668,Herposiphonia nuda
Ngau Outer slope of barrier reef across from village,371668,Herposiphonia nuda
Ngau Outer slope of barrier reef across from village,371818,Cladophora ohkuboana
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,371818,Cladophora ohkuboana
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),371818,Cladophora ohkuboana
Vanua Levu Kakaulevu Reef western edge across from Kia Island,371818,Cladophora ohkuboana
Vanua Levu Reef in channel between Lawake Island and Namoli Reef,371818,Cladophora ohkuboana
Bud reef' Lagoon pinnacle across from Yavu Island,371835,Caulerpa nummularia
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,371835,Caulerpa nummularia
Kandavu 'Pearl reef' Outer slope of barrier reef southern tip,371835,Caulerpa nummularia
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,371835,Caulerpa nummularia
Nanuku reef North-west of lagoon,371835,Caulerpa nummularia
Nukusemanu reef Outer slope north of atoll,371835,Caulerpa nummularia
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,371835,Caulerpa nummularia
Vanua Levu Kakaulevu Reef western edge across from Kia Island,371835,Caulerpa nummularia
Vanua Levu Ravi Ravi channel eastern edge of pass near outlet,371835,Caulerpa nummularia
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,371846,Rhipiliopsis echinocaulos
Bud reef' Lagoon pinnacle across from Yavu Island,372140,Amphiroa valonioides
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),372140,Amphiroa valonioides
Vanua Levu Kakaulevu Reef western edge across from Kia Island,372140,Amphiroa valonioides
"Vanua Levu Outer slope of Cakaunikuita barrier reef 5.5 miles west of the pass, near tip.",372140,Amphiroa valonioides
Bud reef' Nananikita bud reef  eastern edge,372306,Halimeda minima
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,372306,Halimeda minima
Kandavu 'Pearl reef' Outer slope of barrier reef  eastern tip,372306,Halimeda minima
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",372306,Halimeda minima
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,372306,Halimeda minima
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,372306,Halimeda minima
Nanuku reef North-west of lagoon,372306,Halimeda minima
Nukusemanu reef Outer slope north of atoll,372306,Halimeda minima
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,372306,Halimeda minima
Vanua Levu Kakaulevu Reef northern edge east of Kia Island,372306,Halimeda minima
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),372306,Halimeda minima
Vanua Levu N-NW slope of Laukotolailai Reef,372306,Halimeda minima
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',372306,Halimeda minima
Vanua Levu Reef in channel between Lawake Island and Namoli Reef,372306,Halimeda minima
Vanua Levu Western slope of Kakaulau Reef,372306,Halimeda minima
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,372310,Avrainvillea rotumensis
Nanuku reef North-west of lagoon,372310,Avrainvillea rotumensis
Nukusemanu reef Outer slope north of atoll,372310,Avrainvillea rotumensis
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),372311,Rhipiliella verticillata
Vanua Levu Kakaulevu Reef western edge across from Kia Island,372311,Rhipiliella verticillata
Vanua Levu N-NW slope of Laukotolailai Reef,372311,Rhipiliella verticillata
"Vanua Levu Outer slope of Cakaunikuita barrier reef 5.5 miles west of the pass, near tip.",372311,Rhipiliella verticillata
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,372319,Lithophyllum insipidum
Vanua Levu Kakaulevu Reef western edge across from Kia Island,372319,Lithophyllum insipidum
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,372320,Gibsmithia dotyi
"Kandavu 'Pearl reef' Lagoon, inner slope of barrier reef",372320,Gibsmithia dotyi
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",372320,Gibsmithia dotyi
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,372320,Gibsmithia dotyi
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,372320,Gibsmithia dotyi
Nanuku reef North-west of lagoon,372320,Gibsmithia dotyi
Nukusemanu reef Outer slope north of atoll,372320,Gibsmithia dotyi
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,372320,Gibsmithia dotyi
Vanua Levu Ravi Ravi channel eastern edge of pass near outlet,372320,Gibsmithia dotyi
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,372322,Predaea weldii
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,372322,Predaea weldii
Nanuku reef North-west of lagoon,372322,Predaea weldii
Nukusemanu reef Outer slope north of atoll,372322,Predaea weldii
Ngau Outer slope of barrier reef across from village,372323,Phacelocarpus neurymenioides
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),372323,Phacelocarpus neurymenioides
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (inner part of bend),372323,Phacelocarpus neurymenioides
"Vanua Levu Outer slope of Cakaunikuita barrier reef 5.5 miles west of the pass, near tip.",372323,Phacelocarpus neurymenioides
Ngau Outer slope of barrier reef across from village,372325,Botryocladia spinulifera
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,372330,Dasyphila plumarioides
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),372330,Dasyphila plumarioides
Vanua Levu Kakaulevu Reef western edge across from Kia Island,372330,Dasyphila plumarioides
"Kandavu 'Pearl reef' Lagoon, inner slope of barrier reef",372333,Acanthophora pacifica
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,372333,Acanthophora pacifica
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,373110,Nitophyllum adhaerens
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,373211,Verdigellas peltata
Nanuku reef North-west of lagoon,373249,Struvea elegans
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,373290,Rhipilia diaphana
Nukusemanu reef Outer slope north of atoll,373290,Rhipilia diaphana
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,373430,Bryopsis vestita
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,373488,Galaxaura divaricata
Nanuku reef North-west of lagoon,373488,Galaxaura divaricata
Vanua Levu N-NW slope of Laukotolailai Reef,373488,Galaxaura divaricata
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',373488,Galaxaura divaricata
Vanua Levu Reef in channel between Lawake Island and Namoli Reef,373488,Galaxaura divaricata
Ngau Outer slope of barrier reef across from village,373493,Ptilophora pectinata
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),373493,Ptilophora pectinata
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (inner part of bend),373493,Ptilophora pectinata
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,373522,Cryptonemia umbraticola
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,373522,Cryptonemia umbraticola
Vanua Levu Kakaulevu Reef western edge across from Kia Island,373522,Cryptonemia umbraticola
Vanua Levu Western slope of Kakaulau Reef,373712,Spirocladia barodensis
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,373800,Antithamnionella breviramosa
Vanua Levu Kakaulevu Reef northern edge east of Kia Island,373800,Antithamnionella breviramosa
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),373800,Antithamnionella breviramosa
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',373800,Antithamnionella breviramosa
Bud reef' Nananikita bud reef  eastern edge,374216,Halimeda gigas
Ngau Outer slope of barrier reef across from village,374216,Halimeda gigas
Vanua Levu N-NW slope of Laukotolailai Reef,374216,Halimeda gigas
Ile Yanuca Along coast at northern tip of island,374219,Udotea geppiorum
Nagelelevu Lagoon' First small pass southwest of barrier reef before 'Rendell Channel',374219,Udotea geppiorum
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",374219,Udotea geppiorum
Nukusemanu reef Outer slope north of atoll,374219,Udotea geppiorum
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,374219,Udotea geppiorum
Vanua Levu Kakaulevu Reef western edge across from Kia Island,374219,Udotea geppiorum
"Vanua Levu Lagoon, intermediate reef flat",374219,Udotea geppiorum
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',374219,Udotea geppiorum
"Vanua Levu Outer slope of Cakaunikuita barrier reef 5.5 miles west of the pass, near tip.",374219,Udotea geppiorum
Vanua Levu Western slope of Kakaulau Reef,374219,Udotea geppiorum
Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island,374516,Caulerpa opposita
Nukusemanu reef Outer slope north of atoll,374516,Caulerpa opposita
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),374516,Caulerpa opposita
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",374518,Avrainvillea longicaulis
Nanuku reef North-west of lagoon,374518,Avrainvillea longicaulis
Vanua Levu Western slope of Kakaulau Reef,374518,Avrainvillea longicaulis
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,374566,Halymenia stipitata
Vanua Levu Kakaulevu Reef northern edge east of Kia Island,374588,Botryocladia tenuissima
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,374612,Rhipiliopsis gracilis
Nukusemanu reef Outer slope north of atoll,374612,Rhipiliopsis gracilis
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (inner part of bend),374612,Rhipiliopsis gracilis
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',374632,Ceramium borneense
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,374657,Dasya murrayana
Vanua Levu Kakaulevu Reef flat outer slope,374716,Syringodium isoetifolium
"Vanua Levu Lagoon, intermediate reef flat",374716,Syringodium isoetifolium
Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island,375077,Caulerpa bikinensis
Nanuku reef North-west of lagoon,375077,Caulerpa bikinensis
Nukusemanu reef Outer slope north of atoll,375077,Caulerpa bikinensis
Vanua Levu Western slope of Kakaulau Reef,375077,Caulerpa bikinensis
Vanua Levu Kakaulevu Reef flat outer slope,375092,Lithophyllum flavescens
Vanua Levu Kakaulevu Reef western edge across from Kia Island,375092,Lithophyllum flavescens
Ngau Coastal reef flat in front of village,375394,Avrainvillea hollenbergii
Bud reef' Lagoon pinnacle across from Yavu Island,375653,Dasya roslyniae
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",375653,Dasya roslyniae
Ngau Outer slope of barrier reef across from village,375653,Dasya roslyniae
Vanua Levu N-NW slope of Laukotolailai Reef,375653,Dasya roslyniae
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',375653,Dasya roslyniae
"Vanua Levu Lagoon, intermediate reef flat",375712,Halimeda borneensis
Vanua Levu Reef in channel between Lawake Island and Namoli Reef,375712,Halimeda borneensis
Vanua Levu Western slope of Kakaulau Reef,375712,Halimeda borneensis
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,375752,Chondrophycus succisus
Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island,375791,Dictyota canaliculata
Vanua Levu Lagoon between 'Cakaulevu' barrier reef and 'Vuata Reef',375791,Dictyota canaliculata
Vanua Levu N-NW slope of Laukotolailai Reef,375791,Dictyota canaliculata
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',375989,Cladophora feredayoides
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,376138,Rhipilia sinuosa
Nagelelevu Lagoon' First small pass southwest of barrier reef before 'Rendell Channel',376138,Rhipilia sinuosa
Nukusemanu reef Outer slope north of atoll,376138,Rhipilia sinuosa
Ngau Outer slope of barrier reef across from village,376347,Dasya anastomosans
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,376391,Ceramium krameri
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,376807,Dichotomaria marginata
Vanua Levu N-NW slope of Laukotolailai Reef,376807,Dichotomaria marginata
Vanua Levu Reef in channel between Lawake Island and Namoli Reef,376807,Dichotomaria marginata
Vanua Levu N-NW slope of Laukotolailai Reef,376874,Dichotomaria obtusata
Bud reef' Nananikita bud reef  eastern edge,377132,Halimeda heteromorpha
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,377132,Halimeda heteromorpha
Ile Yanuca Along coast at northern tip of island,377132,Halimeda heteromorpha
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",377132,Halimeda heteromorpha
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,377132,Halimeda heteromorpha
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,377132,Halimeda heteromorpha
Nanuku reef North-west of lagoon,377132,Halimeda heteromorpha
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (in bend),381140,Cheilosporum spectabile
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (inner part of bend),381140,Cheilosporum spectabile
"Vanua Levu Outer slope of Cakaunikuita barrier reef 5.5 miles west of the pass, near tip.",381140,Cheilosporum spectabile
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,381633,Neomartensia flabelliformis
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,390034,Pinnatiphycus menouana
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,390034,Pinnatiphycus menouana
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',494865,Sargassum polycystum
Nagelelevu Lagoon' Lagoon seabed about 1 mile west of island,495523,Ceramium upolense
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",495579,Palisada parvipapillata
Vanua Levu Kakaulevu Reef northern edge east of Kia Island,495579,Palisada parvipapillata
Vanua Levu Western slope of Kakaulau Reef,496198,Lithophyllum tamiense
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,496319,Laurencia dotyi
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,498205,Drouetia coalescens
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (inner part of bend),498205,Drouetia coalescens
Vanua Levu Kakaulevu Reef northern edge east of Kia Island,499002,Laurencia pygmaea
"Kandavu 'Pearl reef' Lagoon, inner slope of barrier reef",503069,Asteromenia anastomosans
Kandavu 'Pearl reef' Outer slope of barrier reef southern tip,503069,Asteromenia anastomosans
Ngau Outer slope of barrier reef across from village,503069,Asteromenia anastomosans
Vanua Levu Kakaulevu Reef northern edge east of Kia Island (inner part of bend),503069,Asteromenia anastomosans
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',503069,Asteromenia anastomosans
Vanua Levu Ravi Ravi channel eastern edge of pass near outlet,503069,Asteromenia anastomosans
Vanua Levu Western slope of Kakaulau Reef,503069,Asteromenia anastomosans
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',503897,Gloiocladia repens
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,533713,Chondria bullata
Nukusemanu reef Outer slope north of atoll,608244,Cyanocystis olivacea
Bud reef' Lagoon pinnacle across from Yavu Island,613660,Rhipilia penicilloides
Bud reef' Nananikita bud reef  eastern edge,613660,Rhipilia penicilloides
Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,613660,Rhipilia penicilloides
Ile Yanuca Along coast at northern tip of island,613660,Rhipilia penicilloides
Kandavu 'Pearl reef' Outer slope of barrier reef  eastern tip,613660,Rhipilia penicilloides
Kandavu 'Pearl reef' Outer slope of barrier reef southern tip,613660,Rhipilia penicilloides
Nagelelevu Lagoon' First small pass southwest of barrier reef before 'Rendell Channel',613660,Rhipilia penicilloides
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",613660,Rhipilia penicilloides
Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,613660,Rhipilia penicilloides
Nagelelevu Lagoon' Outer slope north of Ngelelevu Island,613660,Rhipilia penicilloides
Nanuku reef North-west of lagoon,613660,Rhipilia penicilloides
Nukusemanu reef Outer slope north of atoll,613660,Rhipilia penicilloides
Vanua Levu 'Great Barrier Reef' west of Ravi Ravi channel barrier reef outer slope,613660,Rhipilia penicilloides
Vanua Levu Kakaulevu Reef northern edge east of Kia Island,613660,Rhipilia penicilloides
Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',613660,Rhipilia penicilloides
