"locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","footprintWKT","scientificNameID","scientificName","kingdom","phylum","class","order_","family","genus","scientificNameAuthorship","FID"
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",131761,"Aplysinopsis sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Aplysinopsis","Lendenfeld, 1888",518
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",375752,"Chondrophycus succisus","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Chondrophycus","(A.B.Cribb) K.W.Nam, 1999",519
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",169849,"Melophlus sp.","Animalia","Porifera","Demospongiae","Astrophorida","Geodiidae","Melophlus","Thiele, 1899",520
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",373249,"Struvea elegans","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Boodleaceae","Struvea","Børgesen, 1912",521
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",371241,"Halymenia porphyraeformis","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Halymenia","Parkinson, 1980",522
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",375653,"Dasya roslyniae","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Dasyaceae","Dasya","A.J.K.Millar & Chidgey, 1996",523
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",169754,"Plakinastrella mammillaris","Animalia","Porifera","Homoscleromorpha","Homosclerophorida","Plakinidae","Plakinastrella","Lendenfeld, 1907",524
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",214395,"Dictyosphaeria cavernosa","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Siphonocladaceae","Dictyosphaeria","(Forsskål) Børgesen, 1932",525
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",613660,"Rhipilia penicilloides","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.D.R.N'Yeurt & D.W.Keats, 1997",526
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)","n:lsid:marinespecies.org:taxname:143906","Chondria sp.","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Chondria","C.Agardh, 1817",527
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",131825,"Callyspongia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Duchassaing & Michelotti, 1864",528
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",220823,"Hypnea saidana","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Hypnea","Holmes, 1896",529
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",372322,"Predaea weldii","Plantae","Rhodophyta","Florideophyceae","Nemastomatales","Nemastomataceae","Predaea","Kraft & I.A.Abbott, 1971",530
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",169616,"Aplysinella sp.","Animalia","Porifera","Demospongiae","Verongida","Aplysinellidae","Aplysinella","Bergquist, 1980",531
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",211532,"Neomeris vanbosseae","Plantae","Chlorophyta","Ulvophyceae","Dasycladales","Dasycladaceae","Neomeris","M.A.Howe, 1909",532
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",144467,"Caulerpa cupressoides","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(West) C.Agardh, 1817",533
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",208924,"Halodule uninervis","Plantae","Tracheophyta",,"Alismatales","Cymodoceaceae","Halodule","(Forsskål) Ascherson, 1882",534
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",372320,"Gibsmithia dotyi","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Gibsmithia","Kraft & R.W.Ricker, 1984",535
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",165314,"Fascaplysinopsis sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Fascaplysinopsis","Bergquist, 1980",536
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",613660,"Rhipilia penicilloides","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.D.R.N'Yeurt & D.W.Keats, 1997",537
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",132022,"Chondrosia sp.","Animalia","Porifera","Demospongiae","Chondrosida","Chondrosiidae","Chondrosia","Nardo, 1847",538
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",211743,"Chlorodesmis hildebrandtii","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Chlorodesmis","A.Gepp & E.S.Gepp, 1911",539
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",211745,"Chlorodesmis caespitosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Chlorodesmis","J.Agardh, 1887",540
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",377132,"Halimeda heteromorpha","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","N'Yeurt, 2006",541
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",132326,"Dysidea cf. pallescens","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea","(Schmidt, 1862)",542
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",165651,"Acanthella cavernosa","Animalia","Porifera","Demospongiae","Halichondrida","Dictyonellidae","Acanthella","Dendy, 1922",543
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",211746,"Chlorodesmis fastigiata","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Chlorodesmis","(C.Agardh) S.C.Ducker, 1969",544
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",131745,"Dysidea sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea","Johnston, 1842",545
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",214397,"Dictyosphaeria versluysii","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Siphonocladaceae","Dictyosphaeria","Weber-van Bosse, 1905",546
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",131849,"Xestospongia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","de Laubenfels, 1932",547
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",374518,"Avrainvillea longicaulis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Dichotomosiphonaceae","Avrainvillea","(Kützing) G.Murray & Boodle, 1889",548
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",375653,"Dasya roslyniae","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Dasyaceae","Dasya","A.J.K.Millar & Chidgey, 1996",549
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",213667,"Amansia rhodantha","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Amansia","(Harvey) J.Agardh, 1841",550
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",373522,"Cryptonemia umbraticola","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Cryptonemia","E.Y.Dawson, 1959",551
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)","n:lsid:marinespecies.org:taxname:143906","Chondria sp. 'long clavate'","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Chondria","C.Agardh, 1817",552
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",143816,"Caulerpa sp.","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","J.V. Lamouroux, 1809",553
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",131852,"Oceanapia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Phloeodictyidae","Oceanapia","Norman, 1869",554
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",211480,"Caulerpa urvilleana","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Montagne, 1845",555
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",372306,"Halimeda minima","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(W.R.Taylor) Hillis-Colinvaux, 1968",556
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",211528,"Halimeda micronesica","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Yamada, 1941",557
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",169886,"Rhabdastrella globostellata","Animalia","Porifera","Demospongiae","Astrophorida","Ancorinidae","Rhabdastrella","(Carter, 1883)",558
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",144474,"Caulerpa sertularioides","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(S.G.Gmelin) M.A.Howe, 1905",559
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",211523,"Halimeda fragilis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","W.R.Taylor, 1950",560
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",131767,"Hyrtios sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Hyrtios","Duchassaing & Michelotti, 1864",561
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",167819,"Echinochalina (Protophlitaspongia) sp.","Animalia","Porifera","Demospongiae","Poecilosclerida","Microcionidae","Echinochalina","Burton, 1934",562
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",241215,"Halimeda lacunalis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","W.R.Taylor, 1950",563
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",213851,"Portieria hornemannii","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Rhizophyllidaceae","Portieria","(Lyngbye) P.C.Silva, 1987",564
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",374612,"Rhipiliopsis gracilis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipiliopsis","Kraft, 1986",565
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",165311,"Dactylospongia sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Dactylospongia","Bergquist, 1965",566
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",131751,"Ircinia sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Irciniidae","Ircinia","Nardo, 1833",567
"Nanuku reef North-west of lagoon",-16.587233,179.469083,"WGS84",30,"POINT (179.469083 -16.587233)",165605,"Ptilocaulis sp.","Animalia","Porifera","Demospongiae","Halichondrida","Axinellidae","Ptilocaulis","Carter, 1883",568
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",211498,"Caulerpa brachypus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Harvey, 1860",569
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",211541,"Udotea glaucescens","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Udotea","Harvey ex J.Agardh, 1887",570
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",375989,"Cladophora feredayoides","Plantae","Chlorophyta","Ulvophyceae","Cladophorales","Cladophoraceae","Cladophora","Kraft & A.J.K.Millar, 2000",571
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",213683,"Vanvoorstia spectabilis","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Vanvoorstia","Harvey, 1854",572
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",371241,"Halymenia porphyraeformis","Plantae","Rhodophyta","Florideophyceae","Halymeniales","Halymeniaceae","Halymenia","Parkinson, 1980",573
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",165705,"Stylissa carteri","Animalia","Porifera","Demospongiae","Halichondrida","Dictyonellidae","Stylissa","(Dendy, 1889)",574
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",211541,"Udotea glaucescens","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Udotea","Harvey ex J.Agardh, 1887",575
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",214429,"Haloplegma duperreyi","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Haloplegma","Montagne, 1842",576
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",131849,"Xestospongia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","de Laubenfels, 1932",577
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",211498,"Caulerpa brachypus","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Harvey, 1860",578
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",144477,"Caulerpa webbiana","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Montagne, 1837",579
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",503897,"Gloiocladia repens","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Faucheaceae","Gloiocladia","(C.Agardh) Sánchez & Rodríguez-Prieto, 2007",580
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",144472,"Caulerpa racemosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","(Forsskål) J.Agardh, 1873",581
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",370157,"Rhizophyllis sp.","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Rhizophyllidaceae","Rhizophyllis","Kützing, 1845",582
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",165313,"Dactylospongia metachromia","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Dactylospongia","(de Laubenfels, 1954)",583
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",145490,"Erythrotrichia carnea","Plantae","Rhodophyta","Compsopogonophyceae","Erythropeltidales","Erythrotrichiaceae","Erythrotrichia","(Dillwyn) J.Agardh, 1883",584
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",371835,"Caulerpa nummularia","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Caulerpaceae","Caulerpa","Harvey ex J.Agardh, 1873",585
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",145885,"Ventricaria ventricosa","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Valoniaceae","Ventricaria","(J.Agardh) J.L.Olsen & J.A.West, 1988",586
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",390034,"Pinnatiphycus menouana","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dicranemataceae","Pinnatiphycus","N'Yeurt, Payri, Gabrielson & Fredericq, 2006",587
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",131759,"Spongia sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Spongiidae","Spongia","Linnaeus, 1759",588
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",131847,"Petrosia sp.","Animalia","Porifera","Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Vosmaer, 1885",589
"Nagelelevu Lagoon' Outer slope north of Ngelelevu Island",-16.081117,179.166283,"WGS84",30,"POINT (179.166283 -16.081117)",373211,"Verdigellas peltata","Plantae","Chlorophyta","Chlorophyta incertae sedis","Palmophyllales","Palmophyllaceae","Verdigellas","D.L.Ballantine & J.N.Norris, 1994",590
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",144487,"Rhipilia tenaculosa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","A.Gepp & E.S.Gepp, 1911",591
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",214186,"Hypoglossum simulans","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Hypoglossum","M.J.Wynne, I.R.Price & D.L.Ballantine, 1989",592
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",374632,"Ceramium borneense","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Ceramium","Weber-van Bosse, 1923",593
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",214395,"Dictyosphaeria cavernosa","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Siphonocladaceae","Dictyosphaeria","(Forsskål) Børgesen, 1932",594
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",211510,"Halimeda macrophysa","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Askenasy, 1888",595
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",212202,"Gelidiopsis scoparia","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Lomentariaceae","Gelidiopsis","(Montagne & Millardet) De Toni, 1900",596
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",143823,"Rhipilia sp. 1","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Rhipiliaceae","Rhipilia","Kützing, 1858",597
"Vanua Levu Kakaulevu Reef northern edge east of Kia Island",-16.2853,179.280783,"WGS84",30,"POINT (179.280783 -16.2853)",214100,"Crouania minutissima","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Callithamniaceae","Crouania","Yamada, 1944",598
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",372320,"Gibsmithia dotyi","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Gibsmithia","Kraft & R.W.Ricker, 1984",599
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",373800,"Antithamnionella breviramosa","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Ceramiaceae","Antithamnionella","(E.Y.Dawson) Wollaston, 1970",600
"Vanua Levu Kakaulevu Reef northern edge east of Kia Island",-16.2853,179.280783,"WGS84",30,"POINT (179.280783 -16.2853)",211638,"Amphiroa foliacea","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Amphiroa","J.V.Lamouroux, 1824",601
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",211528,"Halimeda micronesica","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","Yamada, 1941",602
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",241215,"Halimeda lacunalis","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","W.R.Taylor, 1950",603
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",214198,"Chondria dangeardii","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Chondria","E.Y.Dawson, 1954",604
"Vanua Levu Kakaulevu Reef northern edge east of Kia Island",-16.2853,179.280783,"WGS84",30,"POINT (179.280783 -16.2853)",169886,"Rhabdastrella globostellata","Animalia","Porifera","Demospongiae","Astrophorida","Ancorinidae","Rhabdastrella","(Carter, 1883)",605
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",177509,"Lyngbya majuscula","Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae","Lyngbya","Harvey ex Gomont, 1892",606
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",494865,"Sargassum polycystum","Chromista","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","C.Agardh, 1824",607
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",165287,"Phyllospongia papyracea","Animalia","Porifera","Demospongiae","Dictyoceratida","Thorectidae","Phyllospongia","(Esper, 1794)",608
"Vanua Levu Kakaulevu Reef northern edge east of Kia Island",-16.2853,179.280783,"WGS84",30,"POINT (179.280783 -16.2853)",144506,"Anotrichium tenue","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Anotrichium","(C.Agardh) Nägeli, 1862",609
"Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef",-16.56015,179.42605,"WGS84",30,"POINT (179.42605 -16.56015)",372306,"Halimeda minima","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Halimedaceae","Halimeda","(W.R.Taylor) Hillis-Colinvaux, 1968",610
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",131745,"Dysidea sp.","Animalia","Porifera","Demospongiae","Dictyoceratida","Dysideidae","Dysidea","Johnston, 1842",611
"Vanua Levu Kakaulevu Reef northern edge east of Kia Island",-16.2853,179.280783,"WGS84",30,"POINT (179.280783 -16.2853)",214025,"Champia compressa","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Champiaceae","Champia","Harvey, 1838",612
"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",-16.03245,179.3301,"WGS84",30,"POINT (179.3301 -16.03245)",168320,"Neofibularia hartmani","Animalia","Porifera","Demospongiae","Poecilosclerida","Desmacellidae","Neofibularia","Hooper & Lévi, 1993",613
"Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass'",-16.23155,179.5314,"WGS84",30,"POINT (179.5314 -16.23155)",211611,"Galaxaura filamentosa","Plantae","Rhodophyta","Florideophyceae","Nemaliales","Galaxauraceae","Galaxaura","R.C.Y.Chou, 1945",614
